id,name,reitDollarsInvestedInElement,reitName,reitId,strategy,reitName.1,coverPhotoUrl,thumbnailUrl,status,projectType,address,city,state,zip,lat,lon,submarket,structure,realizedReturn,totalSize,acquisitionDate,exitDate,blendedReturnProjection,annualInterestRate,projectedReturnLowerBound,projectedReturnUpperBound,returnRateType,riskScore,rating,inScopeForInvestorSubmissions,market,geoJson
266,Real estate debt,4500000.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/266/d87eebdb-1d48-4737-80cf-c3b4cfc72c16.png,images/reit-elements/266/eddc55c8-c021-4917-bdcf-f462df960e2d.png,REDEEMED,Real estate debt,2405  2423 Hauser Blvd,Los Angeles,CA,90016.0,34.03472,-118.36225,West Adams,0.108,4500000,2019-10-08T00:00:00.000-04:00,2020-05-07T00:00:00.000-04:00,False,0.08,0.0,0.0,ANNUAL_INTEREST_RATE,10.0,"{'riskScore': '10', 'color': '#3FBFFF', 'letter': 'B', 'subletter': '2', 'full': 'B2'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
267,Real estate debt,3350000.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/267/8e55bf5d-0f11-4913-a81b-7b5b6ecbf134.jpg,images/reit-elements/267/fb9f8704-9f0e-48bc-a493-b6cc25f47976.jpg,ACTIVE,Real estate debt,1550  1556 S Fairfax Avenue,Los Angeles,CA,90019.0,34.048049,-118.36715,Mid-City,0.0,3350000,2019-10-15T00:00:00.000-04:00,,False,0.08,0.0,0.0,ANNUAL_INTEREST_RATE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
268,Real estate debt,6650000.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/268/0e8250ac-5f3f-430f-a08c-e233d8d116ce.jpg,images/reit-elements/268/d8635716-2018-4e0b-87be-3d255fe9f52d.jpg,REDEEMED,Real estate debt,1500 Hi Point Street,Los Angeles,CA,90035.0,34.04975,-118.36888,Mid-City,0.08,6650000,2019-10-16T00:00:00.000-04:00,2021-03-08T00:00:00.000-05:00,False,0.08,0.0,0.0,ANNUAL_INTEREST_RATE,10.0,"{'riskScore': '10', 'color': '#3FBFFF', 'letter': 'B', 'subletter': '2', 'full': 'B2'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
269,Real estate debt,2750000.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/269/6f51bcef-6457-4653-860d-5a0cdf933af1.jpg,images/reit-elements/269/d3628ae5-7a72-4c49-bcbd-6a51e87ea324.jpg,REDEEMED,Real estate debt,686 N Spring St,Los Angeles,CA,90012.0,34.059541520271,-118.23774933815,Chinatown,0.085,2750000,2019-10-24T00:00:00.000-04:00,2021-02-12T00:00:00.000-05:00,False,0.0795,0.0,0.0,ANNUAL_INTEREST_RATE,8.0,"{'riskScore': '8', 'color': '#737EFF', 'letter': 'A', 'subletter': '3', 'full': 'A3'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
270,Icon at Harbour Island,4000000.00,East Coast eREIT,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/270/534c1422-7f7a-4236-a2a3-8770687ff8ea.jpg,images/reit-elements/270/98589eba-81b6-4629-a7c0-b5a0bcaa66df.jpg,REDEEMED,Preferred equity,301 Harbour Place Drive,Tampa,FL,33602.0,27.93817,-82.452198,,0.092,30775000,2019-11-08T00:00:00.000-05:00,2021-02-25T00:00:00.000-05:00,False,0.0864,0.0,0.0,ANNUAL_INTEREST_RATE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
270,Icon at Harbour Island,26775000.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/270/534c1422-7f7a-4236-a2a3-8770687ff8ea.jpg,images/reit-elements/270/98589eba-81b6-4629-a7c0-b5a0bcaa66df.jpg,REDEEMED,Preferred equity,301 Harbour Place Drive,Tampa,FL,33602.0,27.93817,-82.452198,,0.092,30775000,2019-11-08T00:00:00.000-05:00,2021-02-25T00:00:00.000-05:00,False,0.0864,0.0,0.0,ANNUAL_INTEREST_RATE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
271,Multifamily,7660000.00,Development eREIT,16,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Development eREIT,images/reit-elements/271/871939f4-0a7a-4b9c-9d05-20c47cee393a.jpg,images/reit-elements/271/61e86788-5501-42c1-85a1-910799006187.jpg,ACTIVE,Multifamily,Address not disclosed,Brentwood,MD,20722.0,38.942882,-76.949288,,0.0,7660000,2019-11-08T00:00:00.000-05:00,,False,0.0,0.068,0.106,PROJECTED_RETURN_RANGE,10.0,"{'riskScore': '10', 'color': '#3FBFFF', 'letter': 'B', 'subletter': '2', 'full': 'B2'}",False,False,,
272,Industrial,6520000.00,Development eREIT,16,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Development eREIT,images/reit-elements/272/5f667d96-72bf-4864-8e7d-1e5a54b4b4d7.jpg,images/reit-elements/272/3f5a6dde-8fe3-4e15-8ef5-24005b988239.jpg,ACTIVE,Industrial,Address not disclosed,Brentwood,MD,20722.0,38.942426,-76.951885,,0.0,6520000,2019-11-08T00:00:00.000-05:00,,False,0.0,0.069,0.091,PROJECTED_RETURN_RANGE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,,
273,Mixed-use development,9500000.00,Fundrise Opportunity Fund,10,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise Opportunity Fund,images/reit-elements/273/c29b4ba2-3759-4b61-8888-588bc860f02f.jpg,images/reit-elements/273/2c74d9d2-42ae-4940-ae46-ff6ad1537a4f.jpg,ACTIVE,Other,Address not disclosed,Los Angeles,CA,90016.0,34.025811,-118.343654,,0.0,9500000,2019-12-20T00:00:00.000-05:00,,False,0.0,0.0,0.005,NO_RETURN_PROJECTION,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
274,Carrington Oaks,10220000.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/274/d4734d2d-eff7-415a-9cbd-86763dda6c8f.jpg,images/reit-elements/274/24817212-4ca3-4f4c-a27f-935f1ed711c2.jpg,REDEEMED,Preferred equity,1278 Cabelas Drive,Buda,TX,78610.0,30.086103,-97.828682,,0.0875,10220000,2019-12-03T00:00:00.000-05:00,2020-08-21T00:00:00.000-04:00,False,0.0875,0.0,0.0,ANNUAL_INTEREST_RATE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
275,Multifamily,6400000.00,West Coast eREIT,5,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",West Coast eREIT,images/reit-elements/275/a1a5069b-7e10-43b0-acc3-d9dc0cea0af2.png,images/reit-elements/275/f32a5f99-8aef-4295-ada1-2ff06901871d.png,ACTIVE,Multifamily,1141 Vermont Avenue,Los Angeles,CA,90029.0,34.09222,-118.29247,East Hollywood,0.0,6400000,2019-12-02T00:00:00.000-05:00,,False,0.085,0.0,0.0,ANNUAL_INTEREST_RATE,9.0,"{'riskScore': '9', 'color': '#3F9FFF', 'letter': 'B', 'subletter': '1', 'full': 'B1'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
276,EVO Apartments,6000000.00,Growth eREIT,2,"{'description': 'Acquire and operate stabilized, cash flowing properties', 'id': '2', 'name': 'Core plus', 'urlSlug': 'core-plus'}",Growth eREIT,images/reit-elements/276/a777f877-8f8b-4e32-acd6-7902de2cea56.jpg,images/reit-elements/276/52d7111e-779a-40d3-a744-0de6c8e07f7f.jpg,ACTIVE,Multifamily,8760 West Patrick Lane,Las Vegas,NV,89148.0,36.079655,-115.282725,,0.0,43300000,2019-12-20T00:00:00.000-05:00,,False,0.0,0.082,0.099,PROJECTED_RETURN_RANGE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
276,EVO Apartments,37300000.00,Heartland eREIT,2,"{'description': 'Acquire and operate stabilized, cash flowing properties', 'id': '2', 'name': 'Core plus', 'urlSlug': 'core-plus'}",Growth eREIT,images/reit-elements/276/a777f877-8f8b-4e32-acd6-7902de2cea56.jpg,images/reit-elements/276/52d7111e-779a-40d3-a744-0de6c8e07f7f.jpg,ACTIVE,Multifamily,8760 West Patrick Lane,Las Vegas,NV,89148.0,36.079655,-115.282725,,0.0,43300000,2019-12-20T00:00:00.000-05:00,,False,0.0,0.082,0.099,PROJECTED_RETURN_RANGE,11.0,"{'riskScore': '11', 'color': '#39E68F', 'letter': 'B', 'subletter': '3', 'full': 'B3'}",False,False,"{'description': 'From Atlanta to Phoenix, cities in the southern third of the United States are growing faster than their northern counterparts, which is driving strong and continued demand for real estate.', 'name': 'The Sunbelt', 'thumbnailUrl': 'images/market-thumbnails/0f7c9c6c-13b3-474b-b9c1-6a14bb3420cd.png', 'urlSlug': 'sunbelt'}",
277,Real estate debt,6500000.00,Income Real Estate Fund,25,"{'description': 'Provide real estate backed loans or similar financing', 'id': '1', 'name': 'Fixed income', 'urlSlug': 'fixed-income'}",Income Real Estate Fund,images/reit-elements/277/5543bea2-663a-427d-b7f0-ee76e069a2e9.jpg,images/reit-elements/277/c5881d64-371e-4011-8925-18c8be08f8b7.jpg,REDEEMED,Real estate debt,225 West 3rd Street,Long Beach,CA,90802.0,33.771026,-118.193323,,0.08,6500000,2019-12-19T00:00:00.000-05:00,2021-02-05T00:00:00.000-05:00,False,0.08,0.0,0.0,ANNUAL_INTEREST_RATE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
278,Creative office,9777237.00,Development eREIT,16,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Development eREIT,images/reit-elements/278/0befcf14-7809-4022-b7c1-bb8babe0e55f.jpg,images/reit-elements/278/dca4f54b-c74e-48f6-ac61-c7b36f3ebf88.jpg,ACTIVE,Creative office,Address not disclosed,Los Angeles,CA,90016.0,34.025274,-118.342045,,0.0,9777237,2019-12-06T00:00:00.000-05:00,,True,0.0,0.073,0.091,PROJECTED_RETURN_RANGE,10.0,"{'riskScore': '10', 'color': '#3FBFFF', 'letter': 'B', 'subletter': '2', 'full': 'B2'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
279,Multifamily,6336000.00,Development eREIT,16,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Development eREIT,images/reit-elements/279/df2a20c2-e6e4-473e-8eb2-e79a630b5c78.jpg,images/reit-elements/279/978fb717-7b32-4ab7-a15f-8c541dbf3600.png,ACTIVE,Multifamily,Address not disclosed,Landover,MD,20785.0,38.915741,-76.862527,,0.0,6336000,2019-12-26T00:00:00.000-05:00,,False,0.0,0.078,0.128,PROJECTED_RETURN_RANGE,13.0,"{'riskScore': '13', 'color': '#FFC533', 'letter': 'C', 'subletter': '2', 'full': 'C2'}",False,False,"{'description': ""Washington, DC and its suburbs in Maryland and northern Virginia form a fast-growing and dynamic market that's uniquely insulated from national economic downturns by the federal government."", 'name': 'National Capital Region', 'thumbnailUrl': 'images/market-thumbnails/279d3c5d-1088-4c1a-9657-b4a0a146b9ae.jpg', 'urlSlug': 'washington-dc'}",
280,Commercial development,2420000.00,Development eREIT,16,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Development eREIT,images/reit-elements/280/e4490e0b-f9a8-4711-8cd2-4fff374b0548.jpg,images/reit-elements/280/92339a8e-e6f0-421e-8273-fa8e2610bd2b.jpg,ACTIVE,Other,Address not disclosed,Los Angeles,CA,90016.0,34.02583,-118.33723,Jefferson Park,0.0,2420000,2019-12-31T00:00:00.000-05:00,,False,0.0,0.092,0.124,PROJECTED_RETURN_RANGE,12.0,"{'riskScore': '12', 'color': '#ACE639', 'letter': 'C', 'subletter': '1', 'full': 'C1'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
281,Industrial,15738000.00,East Coast eREIT,3,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",East Coast eREIT,images/reit-elements/281/2e7376ce-d378-4e98-b067-fd31b5847e49.jpg,images/reit-elements/281/64cea64b-35a1-4d17-87a0-471955d2e486.jpg,ACTIVE,Industrial,Address not disclosed,Springfield,VA,22151.0,38.793941,-77.175221,,0.0,15738000,2020-01-15T00:00:00.000-05:00,,False,0.0,0.066,0.113,PROJECTED_RETURN_RANGE,13.0,"{'riskScore': '13', 'color': '#FFC533', 'letter': 'C', 'subletter': '2', 'full': 'C2'}",False,False,"{'description': ""Washington, DC and its suburbs in Maryland and northern Virginia form a fast-growing and dynamic market that's uniquely insulated from national economic downturns by the federal government."", 'name': 'National Capital Region', 'thumbnailUrl': 'images/market-thumbnails/279d3c5d-1088-4c1a-9657-b4a0a146b9ae.jpg', 'urlSlug': 'washington-dc'}",
282,LA Design Center,16110000.00,Growth eREIT II,12,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Growth eREIT II,images/reit-elements/282/f5f3bf55-c590-4a2d-9578-77278c854ddb.jpg,images/reit-elements/282/d4bf9405-be99-4391-b58f-ec9042d0a764.jpg,ACTIVE,Other,5957 S Western Ave,Los Angeles,CA,90047.0,33.98636,-118.30979,Hyde Park,0.0,16110000,2020-02-07T00:00:00.000-05:00,,False,0.0,0.108,0.153,PROJECTED_RETURN_RANGE,10.0,"{'riskScore': '10', 'color': '#3FBFFF', 'letter': 'B', 'subletter': '2', 'full': 'B2'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
283,Single-family rental,700000.00,Fundrise eFund,8,"{'description': 'Acquire and (re)develop properties, often from the ground up', 'id': '4', 'name': 'Opportunistic', 'urlSlug': 'opportunistic'}",Fundrise eFund,images/reit-elements/283/416950e6-6e6b-4a1e-ba5f-e262038945c2.jpg,images/reit-elements/283/eeed939c-efc4-44e4-8732-5f684d7cd64d.jpg,ACTIVE,Single-family rental,Address not disclosed,Los Angeles,CA,90018.0,34.021526,-118.32226,South LA,0.0,700000,2020-02-11T00:00:00.000-05:00,,True,0.0,0.058,0.127,PROJECTED_RETURN_RANGE,9.0,"{'riskScore': '9', 'color': '#3F9FFF', 'letter': 'B', 'subletter': '1', 'full': 'B1'}",False,False,"{'description': 'The City of Angels boasts the nations second-largest economy  and a massive housing shortage. For those who can navigate the complexities of building new homes in LA, opportunities to earn outsized returns abound.', 'name': 'Los Angeles', 'thumbnailUrl': 'images/market-thumbnails/24e9b459-f3a8-425c-84ce-21225a12cb64.jpg', 'urlSlug': 'los-angeles'}",
